日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
1,2028-10-01,日曜日,Sunday,Sun,True,False,,仏滅,True,乙卯,乙,卯,木,木,陰,兎,養,False,,,,調査中,金運上昇のサイン,深紅色,ほうじ茶,77,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,水瓶座,運命の輪 - 転機,心の平安が真の豊かさ,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2,2028-10-02,月曜日,Monday,Mon,False,False,,大安,False,丙辰,丙,辰,火,土,陽,龍,長生,True,辰巳,財運・社会,,調査中,恋愛運絶好調,金色,ジャスミンティー,78,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,魚座,正義 - バランス,変化は成長の扉,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
3,2028-10-03,火曜日,Tuesday,Tue,False,False,,赤口,False,丁巳,丁,巳,火,火,陰,蛇,沐浴,True,辰巳,財運・社会,,調査中,直感力が冴える,朱色,ルイボスティー,79,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,牡羊座,吊られた男 - 犠牲,感謝の心が幸福を呼ぶ,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
4,2028-10-04,水曜日,Wednesday,Wed,False,False,,先勝,False,戊午,戊,午,土,火,陽,馬,冠帯,False,,,,調査中,隠れた才能開花,空色,ローズヒップティー,80,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,牡牛座,死神 - 変容,愛は最も強いエネルギー,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
5,2028-10-05,木曜日,Thursday,Thu,False,False,,友引,False,己未,己,未,土,土,陰,羊,建禄,False,,,,調査中,人生の転機到来,若草色,白茶,81,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,双子座,節制 - 調和,困難は成長のギフト,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
6,2028-10-06,金曜日,Friday,Fri,False,False,,先負,True,庚申,庚,申,金,金,陽,猿,帝旺,False,,,,調査中,幸運の風が吹く,黄金色,烏龍茶,82,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,蟹座,悪魔 - 誘惑,今この瞬間が全て,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
7,2028-10-07,土曜日,Saturday,Sat,True,False,,仏滅,False,辛酉,辛,酉,金,金,陰,鶏,衰,False,,,,調査中,魂の成長期間,鋼青色,玄米茶,83,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,獅子座,塔 - 変革,笑顔は心の太陽,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
8,2028-10-08,日曜日,Sunday,Sun,True,False,,大安,False,壬戌,壬,戌,水,土,陽,犬,病,False,,,,調査中,エネルギー充電日,深紅色,抹茶,84,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,乙女座,星 - 希望,優しさは伝染する,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
9,2028-10-09,月曜日,Monday,Mon,False,True,スポーツの日,赤口,True,癸亥,癸,亥,水,水,陰,猪,死,False,,,,調査中,新次元への扉,金色,柚子茶,85,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,天秤座,月 - 幻想,夢は現実の種,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
10,2028-10-10,火曜日,Tuesday,Tue,False,False,,先勝,False,甲子,甲,子,木,水,陽,鼠,胎,False,,,,調査中,守護霊のささやき,朱色,生姜茶,86,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,蠍座,太陽 - 成功,勇気は恐れを超越する,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
