日,日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
1,,2029-06-01,金曜日,Friday,Fri,False,False,,赤口,False,戊午,戊,午,土,火,陽,馬,胎,False,,,,調査中,宇宙からのメッセージ,黄金色,カモミールティー,53,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,蠍座,太陽 - 成功,今この瞬間が全て,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2,,2029-06-02,土曜日,Saturday,Sat,True,False,,先勝,False,己未,己,未,土,土,陰,羊,養,False,,,,調査中,奇跡を呼ぶ波動,鋼青色,ペパーミントティー,54,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,射手座,審判 - 再生,笑顔は心の太陽,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
3,,2029-06-03,日曜日,Sunday,Sun,True,False,,友引,True,庚申,庚,申,金,金,陽,猿,長生,False,,,,調査中,龍神様のご加護,深紅色,緑茶,55,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,山羊座,世界 - 完成,優しさは伝染する,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
4,,2029-06-04,月曜日,Monday,Mon,False,False,,先負,False,辛酉,辛,酉,金,金,陰,鶏,沐浴,False,,,,調査中,金運上昇のサイン,金色,ほうじ茶,56,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,水瓶座,愚者 - 新しい始まり,夢は現実の種,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
5,,2029-06-05,火曜日,Tuesday,Tue,False,False,,仏滅,False,壬戌,壬,戌,水,土,陽,犬,冠帯,False,,,,調査中,恋愛運絶好調,朱色,ジャスミンティー,57,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,魚座,魔術師 - 創造力,勇気は恐れを超越する,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
6,,2029-06-06,水曜日,Wednesday,Wed,False,False,,大安,False,癸亥,癸,亥,水,水,陰,猪,建禄,False,,,,調査中,直感力が冴える,空色,ルイボスティー,58,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,牡羊座,女教皇 - 直感,知恵は経験から生まれる,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
7,,2029-06-07,木曜日,Thursday,Thu,False,False,,赤口,False,甲子,甲,子,木,水,陽,鼠,病,False,,,,調査中,隠れた才能開花,若草色,ローズヒップティー,59,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,牡牛座,女帝 - 豊穣,調和は美の根源,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
8,,2029-06-08,金曜日,Friday,Fri,False,False,,先勝,True,乙丑,乙,丑,木,土,陰,牛,死,False,,,,調査中,人生の転機到来,黄金色,白茶,60,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,双子座,皇帝 - 安定,希望は明日への光,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
9,,2029-06-09,土曜日,Saturday,Sat,True,False,,友引,False,丙寅,丙,寅,火,木,陽,虎,墓,True,寅卯,親・目上,,調査中,幸運の風が吹く,鋼青色,烏龍茶,61,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,蟹座,教皇 - 叡智,慈悲は魂の栄養,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
10,,2029-06-10,日曜日,Sunday,Sun,True,False,,先負,False,丁卯,丁,卯,火,木,陰,兎,絶,True,寅卯,親・目上,,調査中,魂の成長期間,深紅色,玄米茶,62,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,獅子座,恋人 - 選択,一歩一歩が大切な旅路,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
11,,2029-06-11,月曜日,Monday,Mon,False,False,,仏滅,False,戊辰,戊,辰,土,土,陽,龍,胎,False,,,,調査中,エネルギー充電日,金色,抹茶,63,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,乙女座,戦車 - 意志力,今日という日は二度と来ない,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
12,,2029-06-12,火曜日,Tuesday,Tue,False,False,,大安,False,己巳,己,巳,土,火,陰,蛇,養,False,,,,調査中,新次元への扉,朱色,柚子茶,64,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,天秤座,力 - 内なる強さ,心の平安が真の豊かさ,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
13,,2029-06-13,水曜日,Wednesday,Wed,False,False,,赤口,True,庚午,庚,午,金,火,陽,馬,長生,False,,,,調査中,守護霊のささやき,空色,生姜茶,65,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,蠍座,隠者 - 内省,変化は成長の扉,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
14,,2029-06-14,木曜日,Thursday,Thu,False,False,,先勝,False,辛未,辛,未,金,土,陰,羊,沐浴,False,,,,調査中,願いが叶う予感,若草色,黒豆茶,66,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,射手座,運命の輪 - 転機,感謝の心が幸福を呼ぶ,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
15,,2029-06-15,金曜日,Friday,Fri,False,False,,友引,False,壬申,壬,申,水,金,陽,猿,冠帯,False,,,,調査中,心のデトックス,黄金色,アールグレイ,67,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,山羊座,正義 - バランス,愛は最も強いエネルギー,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
16,,2029-06-16,土曜日,Saturday,Sat,True,False,,先負,False,癸酉,癸,酉,水,金,陰,鶏,建禄,False,,,,調査中,創造力爆発,鋼青色,カモミールティー,68,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,水瓶座,吊られた男 - 犠牲,困難は成長のギフト,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
17,,2029-06-17,日曜日,Sunday,Sun,True,False,,仏滅,False,甲戌,甲,戌,木,土,陽,犬,病,True,戌亥,家庭・不動産,,調査中,人との縁を結ぶ,深紅色,ペパーミントティー,69,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,魚座,死神 - 変容,今この瞬間が全て,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
18,,2029-06-18,月曜日,Monday,Mon,False,False,,大安,True,乙亥,乙,亥,木,水,陰,猪,死,True,戌亥,家庭・不動産,,調査中,未来への種まき,金色,緑茶,70,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,牡羊座,節制 - 調和,笑顔は心の太陽,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
19,,2029-06-19,火曜日,Tuesday,Tue,False,False,,赤口,False,丙子,丙,子,火,水,陽,鼠,墓,False,,,,調査中,宝物発見の予感,朱色,ほうじ茶,71,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,牡牛座,悪魔 - 誘惑,優しさは伝染する,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
20,,2029-06-20,水曜日,Wednesday,Wed,False,False,,先勝,False,丁丑,丁,丑,火,土,陰,牛,絶,False,,,,調査中,内なる光が輝く,空色,ジャスミンティー,72,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,双子座,塔 - 変革,夢は現実の種,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
21,,2029-06-21,木曜日,Thursday,Thu,False,False,,友引,False,戊寅,戊,寅,土,木,陽,虎,胎,False,,,,調査中,調和のメロディ,若草色,ルイボスティー,73,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,蟹座,星 - 希望,勇気は恐れを超越する,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
22,,2029-06-22,金曜日,Friday,Fri,False,False,,先負,False,己卯,己,卯,土,木,陰,兎,養,False,,,,調査中,自然の叡智授受,黄金色,ローズヒップティー,74,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,獅子座,月 - 幻想,知恵は経験から生まれる,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
