日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
1,2029-02-01,木曜日,Thursday,Thu,False,False,,友引,False,戊午,戊,午,土,火,陽,馬,病,False,,,,調査中,宇宙からのメッセージ,若草色,カモミールティー,32,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,蠍座,隠者 - 内省,慈悲は魂の栄養,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2,2029-02-02,金曜日,Friday,Fri,False,False,,先負,True,己未,己,未,土,土,陰,羊,死,False,,,,調査中,奇跡を呼ぶ波動,黄金色,ペパーミントティー,33,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,射手座,運命の輪 - 転機,一歩一歩が大切な旅路,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
3,2029-02-03,土曜日,Saturday,Sat,True,False,,仏滅,False,庚申,庚,申,金,金,陽,猿,墓,False,,,,調査中,龍神様のご加護,鋼青色,緑茶,34,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,山羊座,正義 - バランス,今日という日は二度と来ない,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
4,2029-02-04,日曜日,Sunday,Sun,True,False,,大安,False,辛酉,辛,酉,金,金,陰,鶏,絶,False,,,,調査中,金運上昇のサイン,深紅色,ほうじ茶,35,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,水瓶座,吊られた男 - 犠牲,心の平安が真の豊かさ,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
5,2029-02-05,月曜日,Monday,Mon,False,False,,赤口,True,壬戌,壬,戌,水,土,陽,犬,胎,False,,,,調査中,恋愛運絶好調,金色,ジャスミンティー,36,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,魚座,死神 - 変容,変化は成長の扉,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
6,2029-02-06,火曜日,Tuesday,Tue,False,False,,先勝,False,癸亥,癸,亥,水,水,陰,猪,養,False,,,,調査中,直感力が冴える,朱色,ルイボスティー,37,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,牡羊座,節制 - 調和,感謝の心が幸福を呼ぶ,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
7,2029-02-07,水曜日,Wednesday,Wed,False,False,,友引,False,甲子,甲,子,木,水,陽,鼠,冠帯,False,,,,調査中,隠れた才能開花,空色,ローズヒップティー,38,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,牡牛座,悪魔 - 誘惑,愛は最も強いエネルギー,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
8,2029-02-08,木曜日,Thursday,Thu,False,False,,先負,False,乙丑,乙,丑,木,土,陰,牛,建禄,False,,,,調査中,人生の転機到来,若草色,白茶,39,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,双子座,塔 - 変革,困難は成長のギフト,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
9,2029-02-09,金曜日,Friday,Fri,False,False,,仏滅,False,丙寅,丙,寅,火,木,陽,虎,帝旺,True,寅卯,親・目上,,調査中,幸運の風が吹く,黄金色,烏龍茶,40,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,蟹座,星 - 希望,今この瞬間が全て,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
10,2029-02-10,土曜日,Saturday,Sat,True,False,,大安,False,丁卯,丁,卯,火,木,陰,兎,衰,True,寅卯,親・目上,,調査中,魂の成長期間,鋼青色,玄米茶,41,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,獅子座,月 - 幻想,笑顔は心の太陽,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
11,2029-02-11,日曜日,Sunday,Sun,True,True,建国記念の日,赤口,False,戊辰,戊,辰,土,土,陽,龍,病,False,,,,調査中,エネルギー充電日,深紅色,抹茶,42,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,乙女座,太陽 - 成功,優しさは伝染する,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
12,2029-02-12,月曜日,Monday,Mon,False,False,,先勝,True,己巳,己,巳,土,火,陰,蛇,死,False,,,,調査中,新次元への扉,金色,柚子茶,43,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,天秤座,審判 - 再生,夢は現実の種,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
13,2029-02-13,火曜日,Tuesday,Tue,False,False,,友引,False,庚午,庚,午,金,火,陽,馬,墓,False,,,,調査中,守護霊のささやき,朱色,生姜茶,44,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,蠍座,世界 - 完成,勇気は恐れを超越する,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
14,2029-02-14,水曜日,Wednesday,Wed,False,False,,先負,True,辛未,辛,未,金,土,陰,羊,絶,False,,,,調査中,願いが叶う予感,空色,黒豆茶,45,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,射手座,愚者 - 新しい始まり,知恵は経験から生まれる,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
15,2029-02-15,木曜日,Thursday,Thu,False,False,,仏滅,False,壬申,壬,申,水,金,陽,猿,胎,False,,,,調査中,心のデトックス,若草色,アールグレイ,46,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,山羊座,魔術師 - 創造力,調和は美の根源,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
16,2029-02-16,金曜日,Friday,Fri,False,False,,大安,False,癸酉,癸,酉,水,金,陰,鶏,養,False,,,,調査中,創造力爆発,黄金色,カモミールティー,47,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,水瓶座,女教皇 - 直感,希望は明日への光,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
17,2029-02-17,土曜日,Saturday,Sat,True,False,,赤口,False,甲戌,甲,戌,木,土,陽,犬,冠帯,True,戌亥,家庭・不動産,,調査中,人との縁を結ぶ,鋼青色,ペパーミントティー,48,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,魚座,女帝 - 豊穣,慈悲は魂の栄養,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
18,2029-02-18,日曜日,Sunday,Sun,True,False,,先勝,False,乙亥,乙,亥,木,水,陰,猪,建禄,True,戌亥,家庭・不動産,,調査中,未来への種まき,深紅色,緑茶,49,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,牡羊座,皇帝 - 安定,一歩一歩が大切な旅路,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
19,2029-02-19,月曜日,Monday,Mon,False,False,,友引,True,丙子,丙,子,火,水,陽,鼠,帝旺,False,,,,調査中,宝物発見の予感,金色,ほうじ茶,50,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,牡牛座,教皇 - 叡智,今日という日は二度と来ない,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
20,2029-02-20,火曜日,Tuesday,Tue,False,False,,先負,False,丁丑,丁,丑,火,土,陰,牛,衰,False,,,,調査中,内なる光が輝く,朱色,ジャスミンティー,51,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,双子座,恋人 - 選択,心の平安が真の豊かさ,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
21,2029-02-21,水曜日,Wednesday,Wed,False,False,,仏滅,False,戊寅,戊,寅,土,木,陽,虎,病,False,,,,調査中,調和のメロディ,空色,ルイボスティー,52,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,蟹座,戦車 - 意志力,変化は成長の扉,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
22,2029-02-22,木曜日,Thursday,Thu,False,False,,大安,False,己卯,己,卯,土,木,陰,兎,死,False,,,,調査中,自然の叡智授受,若草色,ローズヒップティー,53,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,獅子座,力 - 内なる強さ,感謝の心が幸福を呼ぶ,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
23,2029-02-23,金曜日,Friday,Fri,False,True,天皇誕生日,赤口,False,庚辰,庚,辰,金,土,陽,龍,墓,False,,,,調査中,知恵の泉湧出,黄金色,白茶,54,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,乙女座,隠者 - 内省,愛は最も強いエネルギー,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
24,2029-02-24,土曜日,Saturday,Sat,True,False,,先勝,True,辛巳,辛,巳,金,火,陰,蛇,絶,False,,,,調査中,至福の時間軸,鋼青色,烏龍茶,55,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,天秤座,運命の輪 - 転機,困難は成長のギフト,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
25,2029-02-25,日曜日,Sunday,Sun,True,False,,友引,False,壬午,壬,午,水,火,陽,馬,胎,False,,,,調査中,運気上昇の兆し,深紅色,玄米茶,56,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,蠍座,正義 - バランス,今この瞬間が全て,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
26,2029-02-26,月曜日,Monday,Mon,False,False,,先負,True,癸未,癸,未,水,土,陰,羊,養,False,,,,調査中,心の扉が開放,金色,抹茶,57,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,射手座,吊られた男 - 犠牲,笑顔は心の太陽,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
27,2029-02-27,火曜日,Tuesday,Tue,False,False,,仏滅,False,甲申,甲,申,木,金,陽,猿,冠帯,True,申酉,友人・兄弟,,調査中,宇宙との同調,朱色,柚子茶,58,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,山羊座,死神 - 変容,優しさは伝染する,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
28,2029-02-28,水曜日,Wednesday,Wed,False,False,,大安,False,乙酉,乙,酉,木,金,陰,鶏,建禄,True,申酉,友人・兄弟,,調査中,愛のバイブレーション,空色,生姜茶,59,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,水瓶座,節制 - 調和,夢は現実の種,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
