日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
1,2030-09-01,日曜日,Sunday,Sun,True,False,,先負,False,乙未,乙,未,木,土,陰,羊,胎,True,午未,配偶者・恋愛,,調査中,龍神様のご加護,深紅色,緑茶,46,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,蟹座,魔術師 - 創造力,変化は成長の扉,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
2,2030-09-02,月曜日,Monday,Mon,False,False,,仏滅,True,丙申,丙,申,火,金,陽,猿,養,False,,,,調査中,金運上昇のサイン,金色,ほうじ茶,47,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,獅子座,女教皇 - 直感,感謝の心が幸福を呼ぶ,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
3,2030-09-03,火曜日,Tuesday,Tue,False,False,,大安,False,丁酉,丁,酉,火,金,陰,鶏,長生,False,,,,調査中,恋愛運絶好調,朱色,ジャスミンティー,48,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,乙女座,女帝 - 豊穣,愛は最も強いエネルギー,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
4,2030-09-04,水曜日,Wednesday,Wed,False,False,,赤口,False,戊戌,戊,戌,土,土,陽,犬,沐浴,False,,,,調査中,直感力が冴える,空色,ルイボスティー,49,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,天秤座,皇帝 - 安定,困難は成長のギフト,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
5,2030-09-05,木曜日,Thursday,Thu,False,False,,先勝,False,己亥,己,亥,土,水,陰,猪,冠帯,False,,,,調査中,隠れた才能開花,若草色,ローズヒップティー,50,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,蠍座,教皇 - 叡智,今この瞬間が全て,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
6,2030-09-06,金曜日,Friday,Fri,False,False,,友引,False,庚子,庚,子,金,水,陽,鼠,建禄,False,,,,調査中,人生の転機到来,黄金色,白茶,51,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,射手座,恋人 - 選択,笑顔は心の太陽,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
7,2030-09-07,土曜日,Saturday,Sat,True,False,,先負,False,辛丑,辛,丑,金,土,陰,牛,帝旺,False,,,,調査中,幸運の風が吹く,鋼青色,烏龍茶,52,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,山羊座,戦車 - 意志力,優しさは伝染する,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
8,2030-09-08,日曜日,Sunday,Sun,True,False,,仏滅,False,壬寅,壬,寅,水,木,陽,虎,衰,False,,,,調査中,魂の成長期間,深紅色,玄米茶,53,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,水瓶座,力 - 内なる強さ,夢は現実の種,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
9,2030-09-09,月曜日,Monday,Mon,False,False,,大安,True,癸卯,癸,卯,水,木,陰,兎,病,False,,,,調査中,エネルギー充電日,金色,抹茶,54,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,魚座,隠者 - 内省,勇気は恐れを超越する,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
10,2030-09-10,火曜日,Tuesday,Tue,False,False,,赤口,False,甲辰,甲,辰,木,土,陽,龍,絶,False,,,,調査中,新次元への扉,朱色,柚子茶,55,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,牡羊座,運命の輪 - 転機,知恵は経験から生まれる,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
