日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
1,2034-06-01,木曜日,Thursday,Thu,False,False,,赤口,False,甲申,甲,申,木,金,陽,猿,病,True,申酉,友人・兄弟,,調査中,宇宙からのメッセージ,若草色,カモミールティー,53,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,蠍座,太陽 - 成功,今この瞬間が全て,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2,2034-06-02,金曜日,Friday,Fri,False,False,,先勝,False,乙酉,乙,酉,木,金,陰,鶏,死,True,申酉,友人・兄弟,,調査中,奇跡を呼ぶ波動,黄金色,ペパーミントティー,54,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,射手座,審判 - 再生,笑顔は心の太陽,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
3,2034-06-03,土曜日,Saturday,Sat,True,False,,友引,True,丙戌,丙,戌,火,土,陽,犬,墓,False,,,,調査中,龍神様のご加護,鋼青色,緑茶,55,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,山羊座,世界 - 完成,優しさは伝染する,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
4,2034-06-04,日曜日,Sunday,Sun,True,False,,先負,False,丁亥,丁,亥,火,水,陰,猪,絶,False,,,,調査中,金運上昇のサイン,深紅色,ほうじ茶,56,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,水瓶座,愚者 - 新しい始まり,夢は現実の種,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
5,2034-06-05,月曜日,Monday,Mon,False,False,,仏滅,False,戊子,戊,子,土,水,陽,鼠,胎,False,,,,調査中,恋愛運絶好調,金色,ジャスミンティー,57,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,魚座,魔術師 - 創造力,勇気は恐れを超越する,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
6,2034-06-06,火曜日,Tuesday,Tue,False,False,,大安,False,己丑,己,丑,土,土,陰,牛,養,False,,,,調査中,直感力が冴える,朱色,ルイボスティー,58,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,牡羊座,女教皇 - 直感,知恵は経験から生まれる,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
7,2034-06-07,水曜日,Wednesday,Wed,False,False,,赤口,False,庚寅,庚,寅,金,木,陽,虎,長生,False,,,,調査中,隠れた才能開花,空色,ローズヒップティー,59,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,牡牛座,女帝 - 豊穣,調和は美の根源,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
8,2034-06-08,木曜日,Thursday,Thu,False,False,,先勝,True,辛卯,辛,卯,金,木,陰,兎,沐浴,False,,,,調査中,人生の転機到来,若草色,白茶,60,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,双子座,皇帝 - 安定,希望は明日への光,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
9,2034-06-09,金曜日,Friday,Fri,False,False,,友引,False,壬辰,壬,辰,水,土,陽,龍,冠帯,False,,,,調査中,幸運の風が吹く,黄金色,烏龍茶,61,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,蟹座,教皇 - 叡智,慈悲は魂の栄養,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
10,2034-06-10,土曜日,Saturday,Sat,True,False,,先負,False,癸巳,癸,巳,水,火,陰,蛇,建禄,False,,,,調査中,魂の成長期間,鋼青色,玄米茶,62,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,獅子座,恋人 - 選択,一歩一歩が大切な旅路,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
