日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
1,2034-07-01,土曜日,Saturday,Sat,True,False,,先勝,False,甲寅,甲,寅,木,木,陽,虎,死,False,,,,調査中,宇宙からのメッセージ,鋼青色,カモミールティー,83,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,牡牛座,教皇 - 叡智,愛は最も強いエネルギー,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2,2034-07-02,日曜日,Sunday,Sun,True,False,,友引,False,乙卯,乙,卯,木,木,陰,兎,墓,False,,,,調査中,奇跡を呼ぶ波動,深紅色,ペパーミントティー,84,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,双子座,恋人 - 選択,困難は成長のギフト,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
3,2034-07-03,月曜日,Monday,Mon,False,False,,先負,False,丙辰,丙,辰,火,土,陽,龍,絶,True,辰巳,財運・社会,,調査中,龍神様のご加護,金色,緑茶,85,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,蟹座,戦車 - 意志力,今この瞬間が全て,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
4,2034-07-04,火曜日,Tuesday,Tue,False,False,,仏滅,False,丁巳,丁,巳,火,火,陰,蛇,胎,True,辰巳,財運・社会,,調査中,金運上昇のサイン,朱色,ほうじ茶,86,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,獅子座,力 - 内なる強さ,笑顔は心の太陽,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
5,2034-07-05,水曜日,Wednesday,Wed,False,False,,大安,True,戊午,戊,午,土,火,陽,馬,養,False,,,,調査中,恋愛運絶好調,空色,ジャスミンティー,87,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,乙女座,隠者 - 内省,優しさは伝染する,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
6,2034-07-06,木曜日,Thursday,Thu,False,False,,赤口,False,己未,己,未,土,土,陰,羊,長生,False,,,,調査中,直感力が冴える,若草色,ルイボスティー,88,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,天秤座,運命の輪 - 転機,夢は現実の種,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
7,2034-07-07,金曜日,Friday,Fri,False,False,,先勝,True,庚申,庚,申,金,金,陽,猿,沐浴,False,,,,調査中,隠れた才能開花,黄金色,ローズヒップティー,89,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,蠍座,正義 - バランス,勇気は恐れを超越する,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
8,2034-07-08,土曜日,Saturday,Sat,True,False,,友引,False,辛酉,辛,酉,金,金,陰,鶏,冠帯,False,,,,調査中,人生の転機到来,鋼青色,白茶,90,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,射手座,吊られた男 - 犠牲,知恵は経験から生まれる,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
9,2034-07-09,日曜日,Sunday,Sun,True,False,,先負,False,壬戌,壬,戌,水,土,陽,犬,建禄,False,,,,調査中,幸運の風が吹く,深紅色,烏龍茶,91,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,山羊座,死神 - 変容,調和は美の根源,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
10,2034-07-10,月曜日,Monday,Mon,False,False,,仏滅,False,癸亥,癸,亥,水,水,陰,猪,帝旺,False,,,,調査中,魂の成長期間,金色,玄米茶,92,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,水瓶座,節制 - 調和,希望は明日への光,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
11,2034-07-11,火曜日,Tuesday,Tue,False,False,,大安,False,甲子,甲,子,木,水,陽,鼠,死,False,,,,調査中,エネルギー充電日,朱色,抹茶,93,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,魚座,悪魔 - 誘惑,慈悲は魂の栄養,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
12,2034-07-12,水曜日,Wednesday,Wed,False,False,,赤口,True,乙丑,乙,丑,木,土,陰,牛,墓,False,,,,調査中,新次元への扉,空色,柚子茶,94,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,牡羊座,塔 - 変革,一歩一歩が大切な旅路,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
13,2034-07-13,木曜日,Thursday,Thu,False,False,,先勝,False,丙寅,丙,寅,火,木,陽,虎,絶,True,寅卯,親・目上,,調査中,守護霊のささやき,若草色,生姜茶,95,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,牡牛座,星 - 希望,今日という日は二度と来ない,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
14,2034-07-14,金曜日,Friday,Fri,False,False,,友引,False,丁卯,丁,卯,火,木,陰,兎,胎,True,寅卯,親・目上,,調査中,願いが叶う予感,黄金色,黒豆茶,96,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,双子座,月 - 幻想,心の平安が真の豊かさ,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
15,2034-07-15,土曜日,Saturday,Sat,True,False,,先負,False,戊辰,戊,辰,土,土,陽,龍,養,False,,,,調査中,心のデトックス,鋼青色,アールグレイ,97,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,蟹座,太陽 - 成功,変化は成長の扉,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
16,2034-07-16,日曜日,Sunday,Sun,True,False,,仏滅,False,己巳,己,巳,土,火,陰,蛇,長生,False,,,,調査中,創造力爆発,深紅色,カモミールティー,98,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,獅子座,審判 - 再生,感謝の心が幸福を呼ぶ,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
17,2034-07-17,月曜日,Monday,Mon,False,True,海の日,大安,True,庚午,庚,午,金,火,陽,馬,沐浴,False,,,,調査中,人との縁を結ぶ,金色,ペパーミントティー,99,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,乙女座,世界 - 完成,愛は最も強いエネルギー,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
18,2034-07-18,火曜日,Tuesday,Tue,False,False,,赤口,False,辛未,辛,未,金,土,陰,羊,冠帯,False,,,,調査中,未来への種まき,朱色,緑茶,1,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,天秤座,愚者 - 新しい始まり,困難は成長のギフト,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
19,2034-07-19,水曜日,Wednesday,Wed,False,False,,先勝,False,壬申,壬,申,水,金,陽,猿,建禄,False,,,,調査中,宝物発見の予感,空色,ほうじ茶,2,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,蠍座,魔術師 - 創造力,今この瞬間が全て,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
20,2034-07-20,木曜日,Thursday,Thu,False,False,,友引,False,癸酉,癸,酉,水,金,陰,鶏,帝旺,False,,,,調査中,内なる光が輝く,若草色,ジャスミンティー,3,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,射手座,女教皇 - 直感,笑顔は心の太陽,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
21,2034-07-21,金曜日,Friday,Fri,False,False,,先負,False,甲戌,甲,戌,木,土,陽,犬,死,True,戌亥,家庭・不動産,,調査中,調和のメロディ,黄金色,ルイボスティー,4,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,山羊座,女帝 - 豊穣,優しさは伝染する,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
22,2034-07-22,土曜日,Saturday,Sat,True,False,,仏滅,False,乙亥,乙,亥,木,水,陰,猪,墓,True,戌亥,家庭・不動産,,調査中,自然の叡智授受,鋼青色,ローズヒップティー,5,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,水瓶座,皇帝 - 安定,夢は現実の種,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
23,2034-07-23,日曜日,Sunday,Sun,True,False,,大安,False,丙子,丙,子,火,水,陽,鼠,絶,False,,,,調査中,知恵の泉湧出,深紅色,白茶,6,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,魚座,教皇 - 叡智,勇気は恐れを超越する,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
24,2034-07-24,月曜日,Monday,Mon,False,False,,赤口,True,丁丑,丁,丑,火,土,陰,牛,胎,False,,,,調査中,至福の時間軸,金色,烏龍茶,7,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,牡羊座,恋人 - 選択,知恵は経験から生まれる,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
