日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
1,2034-08-01,火曜日,Tuesday,Tue,False,False,,友引,True,乙酉,乙,酉,木,金,陰,鶏,絶,True,申酉,友人・兄弟,,調査中,奇跡を呼ぶ波動,朱色,ペパーミントティー,15,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,射手座,節制 - 調和,感謝の心が幸福を呼ぶ,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
2,2034-08-02,水曜日,Wednesday,Wed,False,False,,先負,False,丙戌,丙,戌,火,土,陽,犬,胎,False,,,,調査中,龍神様のご加護,空色,緑茶,16,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,山羊座,悪魔 - 誘惑,愛は最も強いエネルギー,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
3,2034-08-03,木曜日,Thursday,Thu,False,False,,仏滅,False,丁亥,丁,亥,火,水,陰,猪,養,False,,,,調査中,金運上昇のサイン,若草色,ほうじ茶,17,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,水瓶座,塔 - 変革,困難は成長のギフト,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
4,2034-08-04,金曜日,Friday,Fri,False,False,,大安,False,戊子,戊,子,土,水,陽,鼠,長生,False,,,,調査中,恋愛運絶好調,黄金色,ジャスミンティー,18,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,魚座,星 - 希望,今この瞬間が全て,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
5,2034-08-05,土曜日,Saturday,Sat,True,False,,赤口,False,己丑,己,丑,土,土,陰,牛,沐浴,False,,,,調査中,直感力が冴える,鋼青色,ルイボスティー,19,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,牡羊座,月 - 幻想,笑顔は心の太陽,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
6,2034-08-06,日曜日,Sunday,Sun,True,False,,先勝,False,庚寅,庚,寅,金,木,陽,虎,冠帯,False,,,,調査中,隠れた才能開花,深紅色,ローズヒップティー,20,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,牡牛座,太陽 - 成功,優しさは伝染する,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
7,2034-08-07,月曜日,Monday,Mon,False,False,,友引,False,辛卯,辛,卯,金,木,陰,兎,建禄,False,,,,調査中,人生の転機到来,金色,白茶,21,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,双子座,審判 - 再生,夢は現実の種,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
8,2034-08-08,火曜日,Tuesday,Tue,False,False,,先負,True,壬辰,壬,辰,水,土,陽,龍,帝旺,False,,,,調査中,幸運の風が吹く,朱色,烏龍茶,22,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,蟹座,世界 - 完成,勇気は恐れを超越する,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
9,2034-08-09,水曜日,Wednesday,Wed,False,False,,仏滅,False,癸巳,癸,巳,水,火,陰,蛇,衰,False,,,,調査中,魂の成長期間,空色,玄米茶,23,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,獅子座,愚者 - 新しい始まり,知恵は経験から生まれる,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
10,2034-08-10,木曜日,Thursday,Thu,False,False,,大安,False,甲午,甲,午,木,火,陽,馬,墓,True,午未,配偶者・恋愛,,調査中,エネルギー充電日,若草色,抹茶,24,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,乙女座,魔術師 - 創造力,調和は美の根源,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
11,2034-08-11,金曜日,Friday,Fri,False,True,山の日,赤口,False,乙未,乙,未,木,土,陰,羊,絶,True,午未,配偶者・恋愛,,調査中,新次元への扉,黄金色,柚子茶,25,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,天秤座,女教皇 - 直感,希望は明日への光,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
12,2034-08-12,土曜日,Saturday,Sat,True,False,,先勝,False,丙申,丙,申,火,金,陽,猿,胎,False,,,,調査中,守護霊のささやき,鋼青色,生姜茶,26,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,蠍座,女帝 - 豊穣,慈悲は魂の栄養,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
13,2034-08-13,日曜日,Sunday,Sun,True,False,,友引,True,丁酉,丁,酉,火,金,陰,鶏,養,False,,,,調査中,願いが叶う予感,深紅色,黒豆茶,27,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,射手座,皇帝 - 安定,一歩一歩が大切な旅路,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
14,2034-08-14,月曜日,Monday,Mon,False,False,,先負,False,戊戌,戊,戌,土,土,陽,犬,長生,False,,,,調査中,心のデトックス,金色,アールグレイ,28,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,山羊座,教皇 - 叡智,今日という日は二度と来ない,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
15,2034-08-15,火曜日,Tuesday,Tue,False,False,,仏滅,False,己亥,己,亥,土,水,陰,猪,沐浴,False,,,,調査中,創造力爆発,朱色,カモミールティー,29,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,水瓶座,恋人 - 選択,心の平安が真の豊かさ,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
16,2034-08-16,水曜日,Wednesday,Wed,False,False,,大安,True,庚子,庚,子,金,水,陽,鼠,冠帯,False,,,,調査中,人との縁を結ぶ,空色,ペパーミントティー,30,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,魚座,戦車 - 意志力,変化は成長の扉,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
17,2034-08-17,木曜日,Thursday,Thu,False,False,,赤口,False,辛丑,辛,丑,金,土,陰,牛,建禄,False,,,,調査中,未来への種まき,若草色,緑茶,31,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,牡羊座,力 - 内なる強さ,感謝の心が幸福を呼ぶ,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
18,2034-08-18,金曜日,Friday,Fri,False,False,,先勝,False,壬寅,壬,寅,水,木,陽,虎,帝旺,False,,,,調査中,宝物発見の予感,黄金色,ほうじ茶,32,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,牡牛座,隠者 - 内省,愛は最も強いエネルギー,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
