日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
1,2036-09-01,月曜日,Monday,Mon,False,False,,先負,False,丁卯,丁,卯,火,木,陰,兎,長生,True,寅卯,親・目上,,調査中,金運上昇のサイン,金色,ほうじ茶,47,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,獅子座,女教皇 - 直感,感謝の心が幸福を呼ぶ,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
2,2036-09-02,火曜日,Tuesday,Tue,False,False,,仏滅,True,戊辰,戊,辰,土,土,陽,龍,沐浴,False,,,,調査中,恋愛運絶好調,朱色,ジャスミンティー,48,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,乙女座,女帝 - 豊穣,愛は最も強いエネルギー,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
3,2036-09-03,水曜日,Wednesday,Wed,False,False,,大安,False,己巳,己,巳,土,火,陰,蛇,冠帯,False,,,,調査中,直感力が冴える,空色,ルイボスティー,49,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,天秤座,皇帝 - 安定,困難は成長のギフト,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
4,2036-09-04,木曜日,Thursday,Thu,False,False,,赤口,False,庚午,庚,午,金,火,陽,馬,建禄,False,,,,調査中,隠れた才能開花,若草色,ローズヒップティー,50,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,蠍座,教皇 - 叡智,今この瞬間が全て,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
5,2036-09-05,金曜日,Friday,Fri,False,False,,先勝,False,辛未,辛,未,金,土,陰,羊,帝旺,False,,,,調査中,人生の転機到来,黄金色,白茶,51,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,射手座,恋人 - 選択,笑顔は心の太陽,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
6,2036-09-06,土曜日,Saturday,Sat,True,False,,友引,False,壬申,壬,申,水,金,陽,猿,衰,False,,,,調査中,幸運の風が吹く,鋼青色,烏龍茶,52,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,山羊座,戦車 - 意志力,優しさは伝染する,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
7,2036-09-07,日曜日,Sunday,Sun,True,False,,先負,False,癸酉,癸,酉,水,金,陰,鶏,病,False,,,,調査中,魂の成長期間,深紅色,玄米茶,53,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,水瓶座,力 - 内なる強さ,夢は現実の種,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
8,2036-09-08,月曜日,Monday,Mon,False,False,,仏滅,False,甲戌,甲,戌,木,土,陽,犬,絶,True,戌亥,家庭・不動産,,調査中,エネルギー充電日,金色,抹茶,54,トルマリン,ゼラニウム,内なる平和,コスモス - 乙女の真心,変化を受け入れる日,魚座,隠者 - 内省,勇気は恐れを超越する,レゲエ,海藻料理,マラカイト - 変容,紫で精神性を高める
9,2036-09-09,火曜日,Tuesday,Tue,False,False,,大安,True,乙亥,乙,亥,木,水,陰,猪,胎,True,戌亥,家庭・不動産,,調査中,新次元への扉,朱色,柚子茶,55,オパール,パチュリ,宇宙との繋がり,すずらん - 謙遜,夢を描く時間,牡羊座,運命の輪 - 転機,知恵は経験から生まれる,フォーク,きのこ類,ターコイズ - 護符,オレンジで社交性向上
10,2036-09-10,水曜日,Wednesday,Wed,False,False,,赤口,False,丙子,丙,子,火,水,陽,鼠,養,False,,,,調査中,守護霊のささやき,空色,生姜茶,56,ターコイズ,シダーウッド,直感力向上,菜の花 - 快活,心を整理する日,牡牛座,正義 - バランス,調和は美の根源,インストゥルメンタル,根菜の煮物,オパール - 創造性,黄色で明るさを増す
11,2036-09-11,木曜日,Thursday,Thu,False,False,,先勝,False,丁丑,丁,丑,火,土,陰,牛,長生,False,,,,調査中,願いが叶う予感,若草色,黒豆茶,57,エメラルド,カモミール,創造性開花,藤 - 優しさ,自然と触れ合う日,双子座,吊られた男 - 犠牲,希望は明日への光,ワールドミュージック,自然食品,エメラルド - 豊穣,白で清浄化
12,2036-09-12,金曜日,Friday,Fri,False,False,,友引,True,戊寅,戊,寅,土,木,陽,虎,沐浴,False,,,,調査中,心のデトックス,黄金色,アールグレイ,58,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,蟹座,死神 - 変容,慈悲は魂の栄養,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
13,2036-09-13,土曜日,Saturday,Sat,True,False,,先負,False,己卯,己,卯,土,木,陰,兎,冠帯,False,,,,調査中,創造力爆発,鋼青色,カモミールティー,59,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,獅子座,節制 - 調和,一歩一歩が大切な旅路,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
14,2036-09-14,日曜日,Sunday,Sun,True,False,,仏滅,False,庚辰,庚,辰,金,土,陽,龍,建禄,False,,,,調査中,人との縁を結ぶ,深紅色,ペパーミントティー,60,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,乙女座,悪魔 - 誘惑,今日という日は二度と来ない,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
15,2036-09-15,月曜日,Monday,Mon,False,True,敬老の日,大安,False,辛巳,辛,巳,金,火,陰,蛇,帝旺,False,,,,調査中,未来への種まき,金色,緑茶,61,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,天秤座,塔 - 変革,心の平安が真の豊かさ,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
16,2036-09-16,火曜日,Tuesday,Tue,False,False,,赤口,False,壬午,壬,午,水,火,陽,馬,衰,False,,,,調査中,宝物発見の予感,朱色,ほうじ茶,62,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,蠍座,星 - 希望,変化は成長の扉,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
17,2036-09-17,水曜日,Wednesday,Wed,False,False,,先勝,True,癸未,癸,未,水,土,陰,羊,病,False,,,,調査中,内なる光が輝く,空色,ジャスミンティー,63,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,射手座,月 - 幻想,感謝の心が幸福を呼ぶ,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
