date,weekday,weekday_en,is_weekend,is_holiday,holiday_name,rokuyo,daily_keyword,color_of_the_day,recommended_tea
2025-12-01,月曜日,Monday,False,False,,赤口,金運上昇のサイン,金色,ほうじ茶
2025-12-02,火曜日,Tuesday,False,False,,先勝,恋愛運絶好調,朱色,ジャスミンティー
2025-12-03,水曜日,Wednesday,False,False,,友引,直感力が冴える,空色,ルイボスティー
2025-12-04,木曜日,Thursday,False,False,,先負,隠れた才能開花,若草色,ローズヒップティー
2025-12-05,金曜日,Friday,False,False,,仏滅,人生の転機到来,黄金色,白茶
2025-12-06,土曜日,Saturday,True,False,,大安,幸運の風が吹く,鋼青色,烏龍茶
2025-12-07,日曜日,Sunday,True,False,,赤口,魂の成長期間,深紅色,玄米茶
2025-12-08,月曜日,Monday,False,False,,先勝,エネルギー充電日,金色,抹茶
2025-12-09,火曜日,Tuesday,False,False,,友引,新次元への扉,朱色,柚子茶
2025-12-10,水曜日,Wednesday,False,False,,先負,守護霊のささやき,空色,生姜茶
2025-12-11,木曜日,Thursday,False,False,,仏滅,願いが叶う予感,若草色,黒豆茶
2025-12-12,金曜日,Friday,False,False,,大安,心のデトックス,黄金色,アールグレイ
2025-12-13,土曜日,Saturday,True,False,,赤口,創造力爆発,鋼青色,カモミールティー
2025-12-14,日曜日,Sunday,True,False,,先勝,人との縁を結ぶ,深紅色,ペパーミントティー
2025-12-15,月曜日,Monday,False,False,,友引,未来への種まき,金色,緑茶
2025-12-16,火曜日,Tuesday,False,False,,先負,宝物発見の予感,朱色,ほうじ茶
2025-12-17,水曜日,Wednesday,False,False,,仏滅,内なる光が輝く,空色,ジャスミンティー
2025-12-18,木曜日,Thursday,False,False,,大安,調和のメロディ,若草色,ルイボスティー
2025-12-19,金曜日,Friday,False,False,,赤口,自然の叡智授受,黄金色,ローズヒップティー
2025-12-20,土曜日,Saturday,True,False,,先勝,知恵の泉湧出,鋼青色,白茶
2025-12-21,日曜日,Sunday,True,False,,友引,至福の時間軸,深紅色,烏龍茶
2025-12-22,月曜日,Monday,False,False,,先負,運気上昇の兆し,金色,玄米茶
2025-12-23,火曜日,Tuesday,False,False,,仏滅,心の扉が開放,朱色,抹茶
2025-12-24,水曜日,Wednesday,False,False,,大安,宇宙との同調,空色,柚子茶
2025-12-25,木曜日,Thursday,False,False,,赤口,愛のバイブレーション,若草色,生姜茶
2025-12-26,金曜日,Friday,False,False,,先勝,豊かさの波動,黄金色,黒豆茶
2025-12-27,土曜日,Saturday,True,False,,友引,運命の扉が開く日,鋼青色,アールグレイ
2025-12-28,日曜日,Sunday,True,False,,先負,宇宙からのメッセージ,深紅色,カモミールティー
2025-12-29,月曜日,Monday,False,False,,仏滅,奇跡を呼ぶ波動,金色,ペパーミントティー
2025-12-30,火曜日,Tuesday,False,False,,大安,龍神様のご加護,朱色,緑茶
2025-12-31,水曜日,Wednesday,False,False,,赤口,金運上昇のサイン,空色,ほうじ茶
