日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
1,2035-02-01,木曜日,Thursday,Thu,False,False,,友引,False,己丑,己,丑,土,土,陰,牛,死,False,,,,調査中,宇宙からのメッセージ,若草色,カモミールティー,32,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,蠍座,隠者 - 内省,慈悲は魂の栄養,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
2,2035-02-02,金曜日,Friday,Fri,False,False,,先負,True,庚寅,庚,寅,金,木,陽,虎,墓,False,,,,調査中,奇跡を呼ぶ波動,黄金色,ペパーミントティー,33,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,射手座,運命の輪 - 転機,一歩一歩が大切な旅路,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
3,2035-02-03,土曜日,Saturday,Sat,True,False,,仏滅,False,辛卯,辛,卯,金,木,陰,兎,絶,False,,,,調査中,龍神様のご加護,鋼青色,緑茶,34,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,山羊座,正義 - バランス,今日という日は二度と来ない,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
4,2035-02-04,日曜日,Sunday,Sun,True,False,,大安,False,壬辰,壬,辰,水,土,陽,龍,胎,False,,,,調査中,金運上昇のサイン,深紅色,ほうじ茶,35,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,水瓶座,吊られた男 - 犠牲,心の平安が真の豊かさ,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
5,2035-02-05,月曜日,Monday,Mon,False,False,,赤口,True,癸巳,癸,巳,水,火,陰,蛇,養,False,,,,調査中,恋愛運絶好調,金色,ジャスミンティー,36,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,魚座,死神 - 変容,変化は成長の扉,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
6,2035-02-06,火曜日,Tuesday,Tue,False,False,,先勝,False,甲午,甲,午,木,火,陽,馬,冠帯,True,午未,配偶者・恋愛,,調査中,直感力が冴える,朱色,ルイボスティー,37,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,牡羊座,節制 - 調和,感謝の心が幸福を呼ぶ,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
7,2035-02-07,水曜日,Wednesday,Wed,False,False,,友引,False,乙未,乙,未,木,土,陰,羊,建禄,True,午未,配偶者・恋愛,,調査中,隠れた才能開花,空色,ローズヒップティー,38,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,牡牛座,悪魔 - 誘惑,愛は最も強いエネルギー,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
8,2035-02-08,木曜日,Thursday,Thu,False,False,,先負,False,丙申,丙,申,火,金,陽,猿,帝旺,False,,,,調査中,人生の転機到来,若草色,白茶,39,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,双子座,塔 - 変革,困難は成長のギフト,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
9,2035-02-09,金曜日,Friday,Fri,False,False,,仏滅,False,丁酉,丁,酉,火,金,陰,鶏,衰,False,,,,調査中,幸運の風が吹く,黄金色,烏龍茶,40,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,蟹座,星 - 希望,今この瞬間が全て,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
10,2035-02-10,土曜日,Saturday,Sat,True,False,,大安,False,戊戌,戊,戌,土,土,陽,犬,病,False,,,,調査中,魂の成長期間,鋼青色,玄米茶,41,ペリドット,ティーツリー,過去の癒し,カーネーション - 母の愛,エネルギーを充電する時,獅子座,月 - 幻想,笑顔は心の太陽,ボサノバ,温野菜,オニキス - 意志力,青で冷静さを保つ
