日,date,weekday,weekday_en,weekday_short,is_weekend,is_holiday,holiday_name,rokuyo,is_ichiryu_manbai,jikkan_junishi,jikkan,junishi,jikkan_gogyou,junishi_gogyou,jikkan_yin_yang,junishi_animal,juuni_un,is_kuubou,kuubou_type,kuubou_effect,season_24,moon_phase,daily_keyword,color_of_the_day,recommended_tea,lucky_number,power_stone,aroma_oil,meditation_theme,flower_of_the_day,energy_advice,zodiac_influence,tarot_card,wise_quote,recommended_music,recommended_food,crystal_healing,feng_shui_tip
1,2035-04-01,日曜日,Sunday,Sun,True,False,,仏滅,False,戊子,戊,子,土,水,陽,鼠,墓,False,,,,調査中,運命の扉が開く日,深紅色,アールグレイ,91,アメジスト,ラベンダー,感謝の瞑想,桜 - 精神の美,今日は新しい挑戦の時,天秤座,女教皇 - 直感,夢は現実の種,クラシック,季節の野菜スープ,アメジスト - 心の浄化,玄関を清潔に保つ
2,2035-04-02,月曜日,Monday,Mon,False,False,,大安,True,己丑,己,丑,土,土,陰,牛,絶,False,,,,調査中,宇宙からのメッセージ,金色,カモミールティー,92,ローズクォーツ,ユーカリ,慈悲の瞑想,梅 - 気品,休息を大切にする日,蠍座,女帝 - 豊穣,勇気は恐れを超越する,ジャズ,玄米おにぎり,ローズクォーツ - 愛の波動,観葉植物で気の流れを良くする
3,2035-04-03,火曜日,Tuesday,Tue,False,False,,赤口,False,庚寅,庚,寅,金,木,陽,虎,胎,False,,,,調査中,奇跡を呼ぶ波動,朱色,ペパーミントティー,93,クリスタル,ローズマリー,呼吸に集中,椿 - 控えめな素晴らしさ,人との繋がりを深める日,射手座,皇帝 - 安定,知恵は経験から生まれる,アンビエント,緑黄色野菜サラダ,クリアクォーツ - エネルギー増幅,鏡で光を取り入れる
4,2035-04-04,水曜日,Wednesday,Wed,False,False,,先勝,False,辛卯,辛,卯,金,木,陰,兎,養,False,,,,調査中,龍神様のご加護,空色,緑茶,94,アクアマリン,オレンジ,マインドフルネス,菊 - 高貴,創造性を発揮する時,山羊座,教皇 - 叡智,調和は美の根源,ヒーリング,蒸し魚,ブラックトルマリン - 邪気払い,水回りの掃除
5,2035-04-05,木曜日,Thursday,Thu,False,False,,友引,True,壬辰,壬,辰,水,土,陽,龍,長生,False,,,,調査中,金運上昇のサイン,若草色,ほうじ茶,95,ガーネット,レモングラス,ボディスキャン,蓮 - 清らかな心,内省の時間を作る日,水瓶座,恋人 - 選択,希望は明日への光,ネイチャーサウンド,豆腐料理,シトリン - 金運上昇,不要な物を手放す
6,2035-04-06,金曜日,Friday,Fri,False,False,,先負,False,癸巳,癸,巳,水,火,陰,蛇,沐浴,False,,,,調査中,恋愛運絶好調,黄金色,ジャスミンティー,96,ムーンストーン,イランイラン,愛と光の瞑想,薔薇 - 愛情,感謝を表現する日,魚座,戦車 - 意志力,慈悲は魂の栄養,瞑想音楽,発酵食品,ラピスラズリ - 真実の洞察,東向きに花を飾る
7,2035-04-07,土曜日,Saturday,Sat,True,False,,仏滅,False,甲午,甲,午,木,火,陽,馬,帝旺,True,午未,配偶者・恋愛,,調査中,直感力が冴える,鋼青色,ルイボスティー,97,ラピスラズリ,サンダルウッド,チャクラ調整,向日葵 - 憧れ,勇気を出して行動する時,牡羊座,力 - 内なる強さ,一歩一歩が大切な旅路,ピアノソロ,ナッツとドライフルーツ,ムーンストーン - 女性性,ピンク色で恋愛運向上
8,2035-04-08,日曜日,Sunday,Sun,True,False,,大安,False,乙未,乙,未,木,土,陰,羊,衰,True,午未,配偶者・恋愛,,調査中,隠れた才能開花,深紅色,ローズヒップティー,98,マラカイト,フランキンセンス,グラウンディング,紫陽花 - 移り気,直感に従う日,牡牛座,隠者 - 内省,今日という日は二度と来ない,オルゴール,ハーブティーと蜂蜜,ガーネット - 情熱,金色で金運アップ
9,2035-04-09,月曜日,Monday,Mon,False,False,,赤口,True,丙申,丙,申,火,金,陽,猿,病,False,,,,調査中,人生の転機到来,金色,白茶,99,オニキス,ジャスミン,エネルギー浄化,牡丹 - 富貴,学びを深める好機,双子座,運命の輪 - 転機,心の平安が真の豊かさ,シンギングボウル,旬の果物,アクアマリン - 平和,緑で健康運向上
10,2035-04-10,火曜日,Tuesday,Tue,False,False,,先勝,False,丁酉,丁,酉,火,金,陰,鶏,死,False,,,,調査中,幸運の風が吹く,朱色,烏龍茶,1,シトリン,ベルガモット,未来創造,百合 - 純粋,愛を分かち合う日,蟹座,正義 - バランス,変化は成長の扉,チルアウト,薬膳粥,ペリドット - 癒し,赤で活力を高める
